"type","name","time_units","begin_time","frequency","count","units"
"signal_2d","CdP (Centre des Pressions)","s",0.000,60,1785,"mm"

"time","x","y"
2.317,-13.7280006,-89.97573884
2.333,-14.63863636,-90.00681818
2.350,-15.10524096,-89.61716867
2.367,-15.75915733,-89.45908727
2.383,-16.78852286,-89.47703069
2.400,-17.65568455,-89.08588871
2.417,-18.37157995,-89.03176476
2.433,-19.33816185,-88.70873947
2.450,-20.05976453,-88.49496493
2.467,-20.86480461,-88.11112725
2.483,-21.94219314,-87.77727136
2.500,-23.22909664,-87.34608343
2.517,-24.71001695,-86.84762166
2.533,-25.37419065,-86.50461631
2.550,-26.69268622,-86.3842461
2.567,-27.92395122,-86.13301385
2.583,-28.65722256,-85.7058655
2.600,-29.336669,-85.23026131
2.617,-30.43696894,-84.79925351
2.633,-30.62456378,-84.28256619
2.650,-31.02039159,-83.46135413
2.667,-30.83798824,-82.99521224
2.683,-30.99727871,-82.38119019
2.700,-31.14038308,-81.68601357
2.717,-31.48195331,-81.00625499
2.733,-31.37035116,-80.27915004
2.750,-30.78011952,-79.44215139
2.767,-31.24629722,-78.54117793
2.783,-31.026719,-78.09395866
2.800,-31.44049562,-77.46595342
2.817,-31.43641564,-77.00176582
2.833,-31.31443529,-76.13874057
2.850,-31.1159339,-75.63744045
2.867,-30.68313792,-75.0792031
2.883,-30.7302961,-74.40551471
2.900,-30.53164405,-73.87724461
2.917,-30.09981,-72.92907
2.933,-29.6625,-71.76781026
2.950,-29.5343464,-70.52326403
2.967,-29.80419984,-69.07867237
2.983,-29.67260533,-68.11663355
3.000,-29.32578963,-67.03398391
3.017,-29.41709143,-65.88883875
3.033,-29.58143185,-65.25479773
3.050,-29.59499701,-64.8214307
3.067,-29.3985024,-64.26649361
3.083,-29.34434904,-63.66065296
3.100,-29.62180372,-63.49806423
3.117,-29.37446521,-63.06436925
3.133,-29.98545427,-62.82820397
3.150,-29.32635216,-62.30279447
3.167,-29.33367,-61.99632
3.183,-29.4360945,-61.50119617
3.200,-28.93935407,-61.28492823
3.217,-29.40895991,-60.97301057
3.233,-29.10133127,-60.75665636
3.250,-28.94663731,-60.44798839
3.267,-29.09614346,-59.94053121
3.283,-29.15556503,-59.73156865
3.300,-29.22127052,-59.28257409
3.317,-28.97010913,-59.10268823
3.333,-28.94525449,-58.50456587
3.350,-29.05956235,-58.28171463
3.367,-29.01659146,-57.80711492
3.383,-29.55402,-57.20625
3.400,-29.84872653,-56.62471534
3.417,-29.52328726,-56.39134615
3.433,-29.99238563,-55.83569422
3.450,-29.61825301,-55.0875
3.467,-29.92096709,-54.07063604
3.483,-30.00612706,-53.22987254
3.500,-29.71335,-52.04328
3.517,-29.36733387,-51.11802442
3.533,-29.46611566,-50.10340092
3.550,-29.39479708,-49.01843762
3.567,-29.03710112,-47.88696151
3.583,-28.55295961,-47.02394051
3.600,-28.67789453,-46.11851705
3.617,-28.77464286,-44.85360119
3.633,-28.51477363,-43.98383638
3.650,-28.83109177,-43.17623616
3.667,-28.51613943,-41.88922551
3.683,-28.2028043,-40.9321599
3.700,-28.17028021,-39.79477345
3.717,-28.35217607,-38.93918919
3.733,-27.9353673,-37.38104265
3.750,-27.34172577,-36.24414894
3.767,-26.77739362,-35.50283688
3.783,-26.34040652,-34.61235271
3.800,-25.70816627,-33.80005896
3.817,-26.00844807,-33.10317663
3.833,-24.80969178,-32.22324364
3.850,-24.73873821,-31.2515625
3.867,-24.30619361,-30.59012848
3.883,-24.05139654,-29.86920732
3.900,-23.99473969,-29.15300098
3.917,-23.27873377,-28.49847993
3.933,-22.85515053,-28.0915732
3.950,-22.18024764,-27.49044811
3.967,-22.19889228,-27.35599153
3.983,-21.20748035,-26.89189096
4.000,-20.91755309,-26.80972768
4.017,-20.16850196,-26.5888556
4.033,-19.69837854,-26.44772995
4.050,-19.90087737,-26.76843454
4.067,-18.84497939,-26.34503828
4.083,-18.54676326,-26.23253929
4.100,-18.09054519,-26.52558448
4.117,-17.14670535,-26.2718332
4.133,-16.21767478,-25.83776512
4.150,-15.49102526,-25.43661868
4.167,-14.57148942,-24.88224148
4.183,-13.22372209,-24.61003231
4.200,-12.35221334,-24.35075078
4.217,-11.55636515,-23.93830361
4.233,-10.54478555,-23.49131904
4.250,-9.136901491,-23.01354984
4.267,-8.225930643,-22.88117163
4.283,-6.81395326,-22.61886292
4.300,-5.780529886,-22.55056528
4.317,-4.814507084,-22.36486128
4.333,-3.843313953,-22.42684765
4.350,-3.781461115,-22.15949529
4.367,-2.911411765,-22.08485294
4.383,-1.877415554,-22.08293401
4.400,-1.49480315,-22.33863189
4.417,-0.4981387147,-22.08414969
4.433,0.4575235571,-22.1923881
4.450,1.270249803,-22.19103068
4.467,2.254985207,-22.19380178
4.483,2.9555391,-21.99081754
4.500,3.824572692,-22.06663556
4.517,4.982847468,-22.13249411
4.533,6.068046844,-22.48316837
4.550,7.155778302,-22.6099941
4.567,7.491740283,-22.76803592
4.583,8.900745683,-22.91709184
4.600,10.00849214,-23.47525049
4.617,11.29888867,-24.05473053
4.633,12.59896572,-24.09264184
4.650,13.72789146,-25.00108244
4.667,15.16994744,-25.53089548
4.683,16.8126581,-26.31939723
4.700,17.92144269,-27.04965415
4.717,19.32574575,-28.29632062
4.733,20.7759623,-28.85615377
4.750,22.48592637,-29.4209323
4.767,23.53385664,-29.8700237
4.783,24.70315457,-30.40439669
4.800,25.86209646,-31.04385827
4.817,27.55965527,-31.36017878
4.833,28.27013064,-31.88022565
4.850,29.17207194,-32.63194114
4.867,29.77679988,-33.10830524
4.883,30.02806193,-33.65349723
4.900,31.5024006,-34.04658549
4.917,32.18747017,-34.80683174
4.933,32.68880374,-35.51605295
4.950,32.54810787,-35.89500894
4.967,32.77741647,-36.31709427
4.983,32.7363342,-36.94512256
5.000,32.37315476,-37.83482143
5.017,32.55804102,-38.71862366
5.033,32.21472596,-39.32809161
5.050,32.27873957,-40.15102801
5.067,31.84730216,-41.616247
5.083,31.22831205,-43.21708899
5.100,31.3575,-44.89716
5.117,30.54997002,-46.84622302
5.133,29.94048,-48.85668
5.150,28.89420878,-51.28343863
5.167,28.67846022,-53.53142326
5.183,27.86292067,-55.65793269
5.200,27.42112138,-57.09384043
5.217,27.0144907,-58.79745352
5.233,26.34486005,-60.02641462
5.250,26.1355303,-60.90528788
5.267,25.32422914,-61.88184704
5.283,25.30548952,-62.90007051
5.300,25.15866237,-63.53176873
5.317,24.23400181,-64.00891134
5.333,23.99202899,-64.24486715
5.350,23.39406942,-64.72546781
5.367,22.9826467,-64.74109727
5.383,22.34659091,-64.84090909
5.400,21.67736459,-65.54936338
5.417,20.8004042,-65.6555578
5.433,20.36590909,-66.08863636
5.450,19.66704545,-66.38863636
5.467,19.31590909,-66.61704545
5.483,18.49897343,-67.09716184
5.500,18.49307677,-67.12894895
5.517,17.51397768,-67.67902593
5.533,17.05551205,-68.1063253
5.550,16.6386943,-68.46173725
5.567,16.16792823,-68.69111882
5.583,15.41960273,-69.05152488
5.600,14.55592263,-69.51295982
5.617,13.95752994,-70.07184132
5.633,13.04015046,-70.5005829
5.650,12.08859431,-70.95831178
5.667,11.02830048,-71.5447282
5.683,10.42908031,-72.06452272
5.700,9.817691311,-72.60497708
5.717,8.754358618,-72.77796863
5.733,8.18531399,-73.30066574
5.750,7.191623609,-73.94066971
5.767,6.543323012,-74.25190272
5.783,5.455950479,-74.72486022
5.800,4.298083797,-74.84791501
5.817,3.467659363,-75.11686255
5.833,2.932092977,-75.29425379
5.850,1.886720624,-75.19445444
5.867,1.216741338,-75.07175926
5.883,0.3425776583,-75.15613799
5.900,-0.7741262907,-74.99264297
5.917,-1.698376494,-75.04933267
5.933,-2.66617823,-74.88953349
5.950,-4.047735906,-75.06017093
5.967,-5.163028099,-74.68234855
5.983,-6.229631474,-74.43143426
6.000,-7.526760072,-74.01173215
6.017,-8.302248201,-74.07664868
6.033,-9.199880096,-73.5888789
6.050,-10.5083915,-73.35590846
6.067,-11.5572788,-72.8954713
6.083,-12.04057769,-72.57436255
6.100,-13.24747803,-72.22034059
6.117,-14.68909744,-71.73965655
6.133,-15.85503,-71.1222
6.150,-16.61256002,-70.62669568
6.167,-17.27517986,-70.39127698
6.183,-18.18198882,-69.72921326
6.200,-19.30040902,-68.93631285
6.217,-20.06943503,-68.31849841
6.233,-20.82902035,-67.53283121
6.250,-21.27204709,-66.63663208
6.267,-21.62159364,-66.08566927
6.283,-22.19812425,-65.29548319
6.300,-22.43063549,-64.7345024
6.317,-22.8187425,-64.34929472
6.333,-23.36571772,-63.71201885
6.350,-23.50937124,-63.29733755
6.367,-23.67395291,-62.62498497
6.383,-23.57884269,-62.24114729
6.400,-24.04879065,-61.74910177
6.417,-24.07159091,-61.05340909
6.433,-24.13191425,-60.69996981
6.450,-24.57476833,-59.86791902
6.467,-24.76992754,-59.2294686
6.483,-24.91131192,-58.33004934
6.500,-25.32455303,-56.84447067
6.517,-25.86171498,-56.31917271
6.533,-25.45053736,-55.31222881
6.550,-25.8927871,-54.52547008
6.567,-25.69069534,-53.42520096
6.583,-25.66601956,-52.67388564
6.600,-25.81426269,-52.05193392
6.617,-26.12014813,-51.82184099
6.633,-25.99726688,-51.11569534
6.650,-26.58653962,-50.48882053
6.667,-27.01195219,-49.56017928
6.683,-27.35822171,-49.01166034
6.700,-27.32737785,-47.95315879
6.717,-27.5361438,-47.004642
6.733,-27.74312201,-45.76770335
6.750,-27.98713059,-44.53098043
6.767,-28.25730119,-43.35392147
6.783,-28.49214286,-42.39181548
6.800,-28.4050716,-41.05352029
6.817,-28.33775722,-39.39181342
6.833,-28.92248617,-37.87631865
6.850,-28.91155063,-36.63895372
6.867,-28.94484541,-34.58260634
6.883,-28.98972156,-32.4105154
6.900,-28.83280321,-30.99942033
6.917,-28.4929567,-29.41786773
6.933,-28.3798336,-27.75864699
6.950,-28.12311535,-26.33555105
6.967,-28.25167955,-25.08069263
6.983,-27.56970071,-23.62854109
7.000,-28.06988255,-22.84368831
7.017,-27.72191571,-21.72952527
7.033,-28.33682033,-20.91368203
7.050,-27.95480087,-19.8373817
7.067,-27.64687871,-19.61457756
7.083,-27.93133643,-19.27886705
7.100,-27.57639767,-19.20854899
7.117,-27.52451145,-19.0260906
7.133,-27.34992114,-18.85821175
7.150,-26.77276274,-19.05786744
7.167,-26.46394628,-19.04623672
7.183,-26.32790961,-18.85095018
7.200,-25.87622299,-18.92972004
7.217,-25.78659556,-18.91461365
7.233,-25.65206856,-19.04370567
7.250,-24.92686129,-18.57725313
7.267,-24.72929104,-18.80744305
7.283,-24.2471752,-18.51820866
7.300,-23.72400825,-18.02185782
7.317,-23.61368954,-17.62819996
7.333,-22.68308824,-17.34882353
7.350,-22.5323154,-16.40741359
7.367,-21.94914762,-15.76911214
7.383,-21.86978098,-14.90315706
7.400,-20.69894118,-13.80261765
7.417,-20.20667419,-12.96518733
7.433,-19.20200472,-11.85966981
7.450,-18.45437892,-10.85610306
7.467,-17.74038009,-9.866467476
7.483,-16.89176973,-8.892594229
7.500,-16.18908153,-7.820643418
7.517,-15.13155183,-6.926074794
7.533,-14.2552305,-6.190957447
7.550,-13.9807304,-5.190350356
7.567,-12.82675456,-4.375277557
7.583,-12.53425595,-3.793571429
7.600,-11.73874802,-2.854100634
7.617,-10.81125149,-2.67887931
7.633,-10.14584323,-2.298248219
7.650,-9.334587956,-1.571434231
7.667,-8.192276944,-1.480531978
7.683,-6.742012098,-0.7849712416
7.700,-6.216451008,-0.741688068
7.717,-5.05658284,-0.6301923077
7.733,-4.568737663,-0.6842232531
7.750,-3.504926646,-0.6519230769
7.767,-2.14556962,-0.7107199367
7.783,-1.428126235,-0.9024150533
7.800,-0.9409251969,-1.458100394
7.817,-0.2865213523,-1.452713523
7.833,0.01172894425,-1.787826216
7.850,0.7479918683,-1.991843514
7.867,1.633150888,-2.582618343
7.883,2.448890533,-3.221168639
7.900,2.720039526,-3.661333992
7.917,3.958363095,-4.176964286
7.933,4.862044374,-5.006428288
7.950,5.723637441,-6.011492891
7.967,7.39642435,-6.875502364
7.983,8.503372391,-7.401856046
8.000,9.699980361,-7.782619796
8.017,11.26823964,-8.724068047
8.033,12.88025534,-9.823752969
8.050,14.75737916,-10.81200475
8.067,16.5477057,-11.92802611
8.083,17.81828521,-13.13826147
8.100,19.32434524,-14.06446429
8.117,20.19969874,-15.03299585
8.133,21.25433754,-16.03098383
8.150,22.62126585,-16.98021989
8.167,23.26081215,-17.89914615
8.183,24.7763171,-19.23639662
8.200,26.08364393,-20.27682395
8.217,26.79932432,-21.6691872
8.233,27.91972509,-22.87980846
8.250,27.9708432,-23.7283284
8.267,28.80393253,-24.31657598
8.283,30.05981824,-25.98562277
8.300,31.17193078,-27.41684351
8.317,32.11225218,-28.26120143
8.333,32.41014881,-29.63895833
8.350,33.19290621,-31.04631123
8.367,33.4011742,-32.35985434
8.383,33.52269984,-33.24098239
8.400,34.00089286,-34.22285714
8.417,34.88487783,-35.69298272
8.433,35.13143909,-37.09836783
8.450,35.58144,-38.69007
8.467,35.61201807,-40.39409639
8.483,36.23335008,-42.17402532
8.500,35.41859269,-43.57531462
8.517,35.19441318,-45.08986133
8.533,34.84488248,-46.67038469
8.550,34.62765152,-48.12943939
8.567,34.46352451,-48.82233327
8.583,33.62633875,-49.76725331
8.600,33.3717986,-50.41351202
8.617,33.37817389,-50.98768051
8.633,32.74431818,-51.60178714
8.650,32.45006024,-52.29993976
8.667,31.8655233,-53.12282543
8.683,31.56019262,-53.9788122
8.700,31.23623392,-54.44029341
8.717,30.665358,-54.81893803
8.733,29.82587349,-55.52316265
8.750,29.08211354,-55.99371746
8.767,28.32828313,-57.0173494
8.783,27.22406701,-57.94084069
8.800,26.2507518,-59.24004611
8.817,26.16054672,-60.75684152
8.833,25.26477273,-62.06931818
8.850,24.17165493,-63.26578974
8.867,23.61331522,-64.70205314
8.883,22.16237976,-66.18142786
8.900,21.41204837,-67.60096849
8.917,20.52279412,-68.53422869
8.933,19.66302314,-69.7559004
8.950,18.54629518,-70.8836747
8.967,17.83763042,-71.70421348
8.983,16.2127494,-73.02839186
9.000,15.2889,-74.2071
9.017,13.94639509,-75.24562724
9.033,13.19765813,-76.23428743
9.050,11.96610288,-77.22495997
9.067,11.44565348,-77.96525779
9.083,10.32880044,-78.50802537
9.100,10.38077193,-79.1107479
9.117,9.251790012,-79.33966606
9.133,8.41059,-79.78026
9.150,7.746732614,-79.99085731
9.167,6.985690724,-80.27190624
9.183,6.099354742,-80.38362845
9.200,5.536389556,-80.52945678
9.217,5.007646117,-80.488751
9.233,3.999914898,-80.46498298
9.250,3.541436298,-80.59738582
9.267,2.530964772,-80.63463771
9.283,2.15693332,-80.75347918
9.300,1.124095659,-80.8974176
9.317,0.4617788462,-80.89618389
9.333,-0.5951257545,-81.08204728
9.350,-1.463554217,-80.80861446
9.367,-2.106818182,-80.67272727
9.383,-2.836927021,-80.72377865
9.400,-3.854123299,-80.48196557
9.417,-4.808582536,-80.40774522
9.433,-5.642121514,-80.09719124
9.450,-6.884883605,-79.76381317
9.467,-7.128930849,-79.86057692
9.483,-8.028591381,-79.43029729
9.500,-8.979706235,-79.06273981
9.517,-9.697517907,-78.49913947
9.533,-10.13447605,-78.08333832
9.550,-10.9883693,-77.50797362
9.567,-12.12114234,-76.62643541
9.583,-12.6144645,-76.13470782
9.600,-13.30259604,-75.29998499
9.617,-13.88345515,-74.23007109
9.633,-14.6087173,-73.34370724
9.650,-15.38144153,-71.87688508
9.667,-16.10933468,-70.51678427
9.683,-17.42311893,-69.05822209
9.700,-18.34533718,-67.90812576
9.717,-19.11157033,-66.86480396
9.733,-20.54774756,-65.57118506
9.750,-21.41007576,-64.40143939
9.767,-22.08122727,-63.46319697
9.783,-23.00234848,-62.51125758
9.800,-23.46294212,-61.17464831
9.817,-24.68262686,-60.31653745
9.833,-25.67386364,-58.92954545
9.850,-26.53295455,-57.90681818
9.867,-27.12954545,-57.03409091
9.883,-28.11631595,-55.95104209
9.900,-28.90288384,-54.53226487
9.917,-29.87293252,-53.60768422
9.933,-30.01916333,-52.78107715
9.950,-31.14264085,-51.4314839
9.967,-32.41848718,-49.9420855
9.983,-32.88768007,-48.37261405
10.000,-33.22430889,-47.1421875
10.017,-33.53736943,-46.2175221
10.033,-34.5878507,-44.7578507
10.050,-35.2516018,-43.10408683
10.067,-35.11480616,-41.82404076
10.083,-35.16872266,-40.73560139
10.100,-35.31699304,-39.59998509
10.117,-36.15492515,-38.49950599
10.133,-36.62713757,-37.43492691
10.150,-36.3190052,-36.33936149
10.167,-36.59875251,-35.44044589
10.183,-36.52691235,-34.48075697
10.200,-36.55879039,-33.51968987
10.217,-36.29407737,-32.4852409
10.233,-36.39800119,-31.40199881
10.250,-36.07100239,-30.35020883
10.267,-36.27475159,-29.30544515
10.283,-36.13645833,-28.27017857
10.300,-35.41518669,-26.97701995
10.317,-35.26331124,-25.94651266
10.333,-34.39991093,-24.72378266
10.350,-34.35779086,-23.33727246
10.367,-34.31083795,-22.09972794
10.383,-33.72673184,-20.71984418
10.400,-33.08721445,-19.35831528
10.417,-32.88835968,-18.29997036
10.433,-32.04368322,-17.44132865
10.450,-31.53390879,-15.87511377
10.467,-30.65658549,-15.20950795
10.483,-30.20840457,-13.98627734
10.500,-30.02658115,-13.57213604
10.517,-28.88868102,-12.27175963
10.533,-28.76083267,-11.86802799
10.550,-27.50088754,-11.10221638
10.567,-27.05558195,-10.68601544
10.583,-26.49903618,-10.4605427
10.600,-25.79260647,-9.992212145
10.617,-24.78912466,-9.461357818
10.633,-24.36311265,-9.262203557
10.650,-22.89657473,-8.691147687
10.667,-22.06051902,-7.894106577
10.683,-20.90589399,-7.452501978
10.700,-20.60958317,-6.846477138
10.717,-19.53539442,-6.586639976
10.733,-19.04023159,-5.864726841
10.750,-18.30111122,-5.372634334
10.767,-17.14063733,-4.648875296
10.783,-16.03464625,-3.679890012
10.800,-15.30777965,-2.681004562
10.817,-14.50541833,-1.803047809
10.833,-14.03301538,-0.6077756692
10.850,-13.10692124,0.01685560859
10.867,-11.86904857,0.7995919586
10.883,-10.64526206,1.498071941
10.900,-9.629143371,2.572284345
10.917,-7.982816229,3.081205251
10.933,-7.0625,3.876789976
10.950,-6.171754473,4.399249503
10.967,-4.721785714,4.987470238
10.983,-3.844329897,5.097769627
11.000,-2.618905694,5.591355279
11.017,-1.953958333,5.498660714
11.033,-0.8957180956,6.015542276
11.050,0.02017857143,5.902232143
11.067,1.580654762,6.161190476
11.083,3.007636418,6.509564057
11.100,4.230789786,6.750475059
11.117,5.628165874,6.87103151
11.133,6.460889964,6.983252667
11.150,7.65570523,6.749108558
11.167,8.412807418,6.742012098
11.183,9.1798548,6.35708712
11.200,10.89954033,6.20126038
11.217,12.71584451,5.157241515
11.233,13.82507414,4.636284104
11.250,14.8977503,3.92772646
11.267,16.16962871,3.42859901
11.283,16.93995059,2.522401186
11.300,17.8397242,1.972138197
11.317,18.95052928,1.336481005
11.333,19.50058105,1.055587008
11.350,20.29026566,0.450297383
11.367,21.20436903,-0.3475019904
11.383,22.4025297,-0.9716881188
11.400,22.85641279,-1.672257301
11.417,23.93994962,-2.516381865
11.433,24.77346544,-2.917595352
11.450,25.4954015,-3.771509098
11.467,26.24775059,-4.689009471
11.483,26.76695898,-5.537470273
11.500,27.64528218,-6.45610396
11.517,28.64644204,-7.218385272
11.533,28.9601705,-8.384268438
11.550,30.01604589,-9.456510727
11.567,30.66470238,-10.90651786
11.583,31.30055336,-12.10953557
11.600,31.18020998,-13.29339342
11.617,32.27509398,-14.57384745
11.633,32.50654998,-16.22890222
11.650,33.06325337,-17.76658406
11.667,33.41383982,-19.15201965
11.683,33.49578696,-20.84391892
11.700,34.04983611,-23.14715435
11.717,34.25102556,-24.70447384
11.733,35.38329356,-26.50038783
11.750,35.5923031,-28.28708234
11.767,36.47301,-29.76759
11.783,37.01969424,-31.08516187
11.800,37.27104633,-32.09263179
11.817,37.42647614,-33.42317594
11.833,37.69286566,-34.66800477
11.850,38.18475209,-36.1056601
11.867,38.56057308,-37.54858227
11.883,38.86344622,-38.42450199
11.900,38.61772745,-39.88931564
11.917,39.01573834,-40.78234855
11.933,39.69357674,-42.6388861
11.950,39.85227273,-43.57159091
11.967,39.81750603,-44.49289807
11.983,40.18283642,-45.69056205
12.000,40.07141559,-47.41002625
12.017,39.45788043,-48.64254227
12.033,38.8392082,-49.24220257
12.050,38.9928694,-50.56430662
12.067,38.43871163,-51.54826333
12.083,38.09303874,-52.31038136
12.100,37.3654996,-53.0877809
12.117,37.22569751,-54.32539643
12.133,36.5688101,-55.46439303
12.150,35.65502701,-57.04770408
12.167,34.72918667,-58.90277611
12.183,34.31610721,-60.34573647
12.200,33.47693237,-62.19435386
12.217,32.94281551,-63.32064912
12.233,32.19007206,-65.14689752
12.250,30.83816345,-67.24624548
12.267,29.70345852,-68.66183548
12.283,29.13217509,-69.58304753
12.300,28.33902549,-70.66639402
12.317,27.79095176,-72.22568127
12.333,27.02689822,-73.19100363
12.350,26.53995157,-73.9903753
12.367,25.60611895,-74.46722782
12.383,24.71675896,-75.59406464
12.400,24.19233481,-76.51060637
12.417,23.29945913,-77.17478966
12.433,22.33405761,-78.27041851
12.450,21.9938328,-79.0903603
12.467,21.08535054,-80.12773704
12.483,20.19687122,-81.12395707
12.500,19.59373487,-82.11652542
12.517,19.07131404,-83.14491226
12.533,18.42280004,-83.80283427
12.550,17.42386364,-84.53522727
12.567,17.23341056,-85.43633159
12.583,16.43822464,-85.84178744
12.600,15.61850767,-86.32109249
12.617,14.92693548,-86.64320565
12.633,14.17807576,-86.85077273
12.650,13.48109129,-87.09164148
12.667,12.6680746,-87.52146169
12.683,11.97584004,-87.7597334
12.700,11.04691283,-88.03329298
12.717,10.31649838,-88.09755654
12.733,9.36072795,-88.17174285
12.750,8.688497582,-87.97979141
12.767,8.351876513,-87.85886804
12.783,7.408371929,-87.56077829
12.800,6.778294769,-87.53464286
12.817,6.227996368,-87.48607748
12.833,5.469055244,-86.92472978
12.850,4.634551696,-86.84136712
12.867,4.159027778,-86.32285628
12.883,3.518181818,-86.07954545
12.900,2.669318182,-85.65340909
12.917,1.67734375,-85.2796875
12.933,1.067877207,-85.00846709
12.950,0.1943181818,-85.03977273
12.967,-0.5165196472,-84.69223136
12.983,-1.251755448,-84.47297215
13.000,-2.468893245,-83.79754222
13.017,-3.277295098,-83.54293391
13.033,-3.863402889,-83.03935594
13.050,-4.196673023,-82.57426234
13.067,-5.439458618,-81.9255675
13.083,-6.11556,-81.51933
13.100,-6.837899521,-80.69195465
13.117,-7.719450538,-80.00880036
13.133,-8.258559457,-79.27473065
13.150,-8.686283406,-77.98047966
13.167,-9.63160415,-77.07650638
13.183,-10.38483533,-76.0127994
