,radar_mean_value,radar_std_value,platform_mean_value,platform_std_value,mean_error (%),std_error (%)
mean_distance_peak_Sway_Density,1.896566585574874,0.19337145235662825,1.966438310366306,0.19764932023784734,7.685449929273835,4.116924656684812
mean_frequency_ML,0.37974991190672097,0.05423443894447009,0.4015852626913386,0.03675662613866575,6.405724899586971,7.817408085140597
mean_frequency_AP,0.37707758020738336,0.0487223497154931,0.3918647175095895,0.03941070805973423,5.141824350022657,3.9462505997923714
mean_frequency_ML_AND_AP,0.32523324557631855,0.04299100905950149,0.3625396863224649,0.03188425618599281,10.535451378452105,5.710756789113117
total_power_Power_Spectrum_Density_ML,90.43677499760234,23.7064930379478,117.42971913318934,21.76351605976023,23.73468110668032,6.225367830745842
total_power_Power_Spectrum_Density_AP,66.44189514154516,17.321659106038943,86.82291198966152,21.67605482126471,23.272760120707616,9.739663918100032
power_frequency_50_Power_Spectrum_Density_ML,0.34852546916890076,0.018355313589315202,0.35682908883251513,0.027822152350310613,3.841081257429636,2.040181549643959
power_frequency_50_Power_Spectrum_Density_AP,0.3351206434316354,0.02369660794861082,0.35682908883251513,0.027822152350310613,6.773561512504561,4.056125786713439
power_frequency_95_Power_Spectrum_Density_ML,0.44906166219839144,0.01835531358931523,0.4847955721016044,0.03488717022512839,7.208717683918292,2.817273778658891
power_frequency_95_Power_Spectrum_Density_AP,0.44906166219839144,0.01835531358931523,0.5110422912617094,0.03708362854969641,11.82096099232211,6.136633598504512
frequency_mode_Power_Spectrum_Density_ML,0.34852546916890076,0.018355313589315202,0.35682908883251513,0.027822152350310613,3.841081257429636,2.040181549643959
frequency_mode_Power_Spectrum_Density_AP,0.3418230563002681,0.028038204642562826,0.35682908883251513,0.027822152350310613,5.026064240775757,2.4815320028941077
centroid_frequency_Power_Spectrum_Density_ML,0.36236151803669564,0.016801549394470674,0.39022264751012514,0.034730042714487305,6.851459354006049,4.1288894439794595
centroid_frequency_Power_Spectrum_Density_AP,0.35412562789015406,0.01706634752090099,0.4047247512761272,0.03175897837974761,12.310400127152095,3.493089111477765
frequency_dispersion_Power_Spectrum_Density_ML,0.255495721104219,0.008640769407552804,0.31003922295422837,0.02466031522098438,17.262354238824365,5.589477575131045
frequency_dispersion_Power_Spectrum_Density_AP,0.27554694641900346,0.024633976515347704,0.378291118902002,0.042914181452425385,26.649454609799896,7.8466094101709505
energy_content_below_05_Power_Spectrum_Density_ML,88.64032796329238,23.798205778095124,112.56069670570844,21.267678174208566,22.068497023546342,6.516640911891517
energy_content_below_05_Power_Spectrum_Density_AP,64.82023890621466,17.024069281666822,81.84378706377038,19.635942465203552,20.811054057828333,9.561225094062491
energy_content_05_2_Power_Spectrum_Density_ML,1.776781661436249,0.5261326398126212,4.799811718865613,1.9339970334817633,61.36779395976087,6.665031091773403
energy_content_05_2_Power_Spectrum_Density_AP,1.6064436124192618,0.5947568298005659,4.879677360389083,2.2292302862410365,64.9330438998202,8.422698156215224
energy_content_above_2_Power_Spectrum_Density_ML,0.01966537287373166,0.0037657860755637793,0.06921070861528872,0.026496492462602914,69.6699145016333,7.288524277494072
energy_content_above_2_Power_Spectrum_Density_AP,0.015212622911263556,0.0025862370307935915,0.09944756550206792,0.046545879808892875,80.84107640980741,10.575667752792798
frequency_quotient_Power_Spectrum_Density_ML,0.00022312169977553998,4.2496480294237786e-05,0.00058652041214154,0.00018605861410759012,59.68007038198518,11.468776263296224
frequency_quotient_Power_Spectrum_Density_AP,0.00023572838882615995,3.7840429229771596e-05,0.0011151600965679,0.0004474984368226128,74.95108360430463,13.96042602241218
short_time_diffusion_Diffusion_ML,13.573008468539257,2.7671828765855317,20.31723974024211,2.957151542886801,32.92448329125004,11.103541656763591
long_time_diffusion_Diffusion_ML,2.815873560341726,1.8720853633673622,3.9234746584612923,2.2721595481920898,28.970337544063607,13.192973103860856
critical_time_Diffusion_ML,0.3195754765581262,0.2036199125755211,0.34713492994772127,0.1938496775169885,16.62280698158512,16.807332976277525
critical_displacement_Diffusion_ML,1.8875393835353784,2.3999237646774882,3.020124320945085,2.9597740418190535,38.51041621473123,25.086407757519677
short_time_scaling_Diffusion_ML,0.9797728628627684,0.0023941623878918107,0.9733573451395451,0.003144445895910675,0.659761355946082,0.3442585206916095
long_time_scaling_Diffusion_ML,0.2524154718773899,0.16091115083123908,0.17574813769734615,0.14430401180441263,58.743890553510276,84.05766301794345
short_time_diffusion_Diffusion_AP,9.631910146072867,2.367606327772992,15.127335839679905,5.291748460040668,33.96685030617366,9.81607371232074
long_time_diffusion_Diffusion_AP,3.3654369977642284,1.6328729582692743,5.017404756871242,1.8999317309315822,31.122681019306906,31.41566130416492
critical_time_Diffusion_AP,0.5272138695362032,0.19657115741699133,0.5561152468833817,0.09244139099604747,24.263118529112287,12.802560723475981
critical_displacement_Diffusion_AP,2.880847249664257,2.027566600934194,4.972023266477053,2.3025606016552724,35.47996337971201,39.10133490886296
short_time_scaling_Diffusion_AP,0.9795386136536541,0.0022731419644921287,0.9623008087922782,0.006235490056411537,1.7954990487355402,0.8297547799073841
long_time_scaling_Diffusion_AP,0.13705481645661446,0.133477157604898,0.018264850304831194,0.09229474036870695,313.35401460513106,365.851849995885
