,radar_mean_value,radar_std_value,platform_mean_value,platform_std_value,mean_error (%),std_error (%)
mean_value_ML,-6.275346630228934e-17,6.347952391287104e-16,2.5403136384562055e-16,4.381766208785224e-16,7.365907958776246e-08,7.543632318757974e-08
mean_value_AP,3.639064358493569e-17,9.695728652842887e-17,2.7902988561676364e-16,3.860166139097967e-16,3.089708893007559e-08,3.4913931501149656e-08
mean_distance_ML,1.727338313260629,0.2895998236892595,1.782319267359139,0.11713761164373321,11.419587372815952,8.391627041106618
mean_distance_AP,1.4297119592851664,0.16923315010486192,1.5546434299860759,0.18947452251360697,9.243028590891317,7.7820652162963135
mean_distance_Radius,2.4141844468233336,0.32555414672336724,2.613490947894488,0.20883852065506134,12.15038060694807,7.013379889029638
maximal_distance_ML,5.176397525562704,1.21344275089638,4.136019139068137,0.4362563503730376,25.78316538147044,13.592811388088284
maximal_distance_AP,4.068434360408604,0.8041063346562208,3.704906291264386,0.4210273698855913,10.11073996165973,8.513864868919532
maximal_distance_Radius,6.18593907804202,1.5853918657387354,4.4866553350389085,0.6228486723683876,36.19215067549702,19.248459225431475
rms_ML,2.0884483627944603,0.3863484781141625,2.034135108204037,0.14521571529027436,11.200834486340685,11.434813979430187
rms_AP,1.7321510668024964,0.21917752052166387,1.7947572799259717,0.1913920442883591,9.344834496747911,4.353187299584947
rms_Radius,2.7184849922547274,0.4025642414637436,2.7146657405518058,0.21102151613387524,10.24689721951986,6.320066165946647
range_ML,9.342373738611013,2.1609623365251744,7.889212721270759,0.6053086250392018,20.38688692209453,15.578724411593004
range_AP,7.739592070983553,1.4208570920657069,7.002705021567495,0.6287690132043683,10.516520539138734,11.662309188615975
range_ML_AND_AP,11.235017101347506,2.640096192713531,8.541263201451784,1.019212548668316,30.19262974514296,16.885327914014812
range_ratio_ML_AND_AP,1.203774628750475,0.1476858987430838,1.129527010478344,0.07552527367807621,8.858620874686281,5.587621252138143
planar_deviation_ML_AND_AP,2.718484992254728,0.4025642414637438,2.7146657405518058,0.21102151613387513,10.246897219519871,6.320066165946658
coefficient_sway_direction_ML_AND_AP,0.6526380236352424,0.13345697900509562,0.12731262494924164,0.07446215637465968,572.4335247118476,397.6883027487112
confidence_ellipse_area_ML_AND_AP,52.17748735596101,17.848410474390516,68.63070644879055,10.323744166160143,31.930003524019877,14.879610170269725
principal_sway_direction_ML_AND_AP,53.40353107005065,7.645523782277508,66.92920843490144,14.449989857421167,23.658319689838056,9.949487293616919
mean_velocity_ML,3.640720860482285,0.3226516367819834,4.034948982540962,0.3432452124905002,9.443120896537735,8.679314407540963
mean_velocity_AP,3.030620103121123,0.39928201922598644,3.45740924972333,0.6454213206769611,11.480252501382244,7.23094271593882
mean_velocity_ML_AND_AP,4.869651522608736,0.4641903979363075,5.951889937904402,0.7624667793623737,17.62534451207413,7.836702889487935
sway_area_per_second_ML_AND_AP,3.2131329150473555,0.989216544150188,7.1235217771240045,1.5036309025915586,53.49373654101519,16.107480095265984
phase_plane_parameter_ML,4.431696054361687,0.45724435642118805,5.261018026155054,0.36236515705896755,15.683559249045748,7.774673670584375
phase_plane_parameter_AP,3.7130949920546668,0.41060343236711727,4.645767457639517,0.8150614604037005,19.187823612936562,7.270861530708509
LFS_ML_AND_AP,3.1104541880338905,1.2108340360807577,2.59659281294738,0.27697591182175607,28.55113708104601,22.671573815987877
fractal_dimension_ML_AND_AP,1.7870073661542762,0.09329650560317722,1.8011880711797008,0.04234164906901566,1.9472771914571019,2.180542210476893
zero_crossing_SPD_ML,20.2,1.6431676725154984,32.8,4.969909455915671,36.98628598051515,12.395482612834094
peak_velocity_pos_SPD_ML,5.140933401797381,0.5620319908878298,5.9640674338916755,1.2571491066996774,25.397895753354568,11.123611033215122
peak_velocity_neg_SPD_ML,5.3721160263120336,0.6134910070728584,6.655541413501761,0.7456262791541711,18.78369594495521,9.925502984304442
peak_velocity_all_SPD_ML,5.262410778749528,0.5244880515760318,6.312155019439513,0.976206179680872,18.423279862060042,9.90203129032718
zero_crossing_SPD_AP,20.2,1.6431676725154984,39.2,8.167006795638168,46.48530405985415,12.83341998218328
peak_velocity_pos_SPD_AP,4.730004573733909,0.7197271266418374,5.593386179652799,1.2983161783081452,14.869993346157463,13.088416481726913
peak_velocity_neg_SPD_AP,4.781150787221485,0.8946710677199348,4.795877530567005,0.9169677797834812,11.40717338411927,9.492142794730693
peak_velocity_all_SPD_AP,4.7534736749334785,0.7926271310472869,5.191430324311488,1.0998322886658303,10.549165107712941,12.243734423661778
mean_peak_Sway_Density,0.11739930569575266,0.017364907220881545,0.12507077182533968,0.02629006933824333,21.724518380365836,13.796386185923721
