time,x_pos,y_pos
0.0,21.186942071037677,-24.153058316641232
0.05813953488372093,19.606703972471998,-26.128542875200324
0.11627906976744186,17.941300539603994,-28.104027433759416
0.1744186046511628,16.2309747325985,-29.969762850176338
0.23255813953488372,14.475726551455516,-31.615999982308917
0.29069767441860467,12.687254531106678,-33.042738830157155
0.3488372093023256,10.89878251075784,-34.35972853586322
0.4069767441860465,9.110310490409004,-35.56696909942711
0.46511627906976744,7.340556125950787,-36.664460520848834
0.5232558139534884,5.615724135630062,-37.76195194227055
0.5813953488372093,3.9358145194468257,-38.85944336369227
0.6395348837209303,2.3008272774010834,-40.066683927256165
0.6976744186046512,0.7107624094928298,-41.38367363296223
0.7558139534883721,-0.8343800842779316,-42.70066333866829
0.813953488372093,-2.3346002039112044,-43.907903902232185
0.872093023255814,-3.7898979494069884,-45.00539532365391
0.9302325581395349,-5.20027332076528,-46.10288674507563
0.9883720930232558,-6.525951299218512,-47.200378166497345
1.0465116279069768,-7.758040998218643,-48.29786958791907
1.1046511627906976,-8.899350066149257,-23.055566895219535
1.1627906976744187,-9.944263206243175,3.064728934617481
1.2209302325581395,-10.863300110472665,3.723223787470605
1.2790697674418605,-11.535263956945961,4.491467782465808
1.3372093023255813,-11.474899516698713,5.369460919603178
1.3953488372093024,-10.905414836226562,6.247454056740551
1.4534883720930232,-10.309257496110284,7.235196336020099
1.5116279069767442,-9.713100155994002,8.332687757441821
1.569767441860465,-9.116942815877724,9.430179178863536
1.627906976744186,-8.546054311213783,10.527670600285258
1.6860465116279069,-8.047696723126002,11.62516202170698
1.744186046511628,-7.609235633888204,12.612904300986532
1.8023255813953487,-7.183408962376575,13.271399153839557
1.8604651162790697,-6.480560983683755,13.710395722408247
1.9186046511627908,-5.418334011891009,15.02738542811431
1.9767441860465116,-4.311184665960777,17.222368270957748
2.0348837209302326,-3.247085928578972,19.307601971659015
2.0930232558139537,-2.2288454481291886,21.28308653021811
2.1511627906976742,-1.2555273418169044,23.25857108877719
2.2093023255813953,-0.31870866449131796,25.124306505194117
2.2674418604651163,0.6288726649713716,26.88029277946887
2.3255813953488373,1.6213763685715499,28.636279053743625
2.383720930232558,2.64336038019945,30.282516185876194
2.441860465116279,3.6831261649234506,31.819004175866606
2.5,4.787935803867356,33.355492165857015
2.558139534883721,5.9601290040174995,34.891980155847435
2.6162790697674416,7.177244578305123,36.428468145837826
2.6744186046511627,8.439282526730247,37.85520699368607
2.7325581395348837,9.746242849292862,39.17219669939213
2.7906976744186047,11.098125545992966,40.37943726295603
2.8488372093023258,12.460770894830178,41.476928684377754
2.9069767441860463,13.823416243667378,42.4646709636573
2.9651162790697674,15.18606159250459,43.2329149586525
3.0232558139534884,16.548706941341802,21.61233395664455
3.0813953488372094,17.908076700398155,21.392835672360373
3.13953488372093,19.22252408531701,42.4646709636573
3.197674418604651,20.49204909609838,41.03793211580907
3.255813953488372,21.70635702200242,39.50144412581865
3.313953488372093,22.83082019963148,37.85520699368607
3.3720930232558137,23.880412753698046,36.099220719411335
3.4302325581395348,24.88508293362713,34.343234445136574
3.488372093023256,25.82517720073357,32.58724817086183
3.546511627906977,26.169582069121,30.83126189658707
3.6046511627906974,25.390927584071164,28.96552648017016
3.6627906976744184,24.076012257755036,26.990041921611063
3.7209302325581395,22.597317442395973,25.01455736305196
3.7790697674418605,20.97028520410374,23.03907280449287
3.8372093023255816,19.24217762400215,21.063588245933776
3.895348837209302,17.424225295625597,18.978354545232524
3.953488372093023,15.516428218974045,16.6736225602469
4.011627906976744,13.51831845265025,14.259141433119115
4.069767441860465,11.471542781010838,11.734911163849151
4.127906976744186,9.379844735233936,9.100931752437017
4.186046511627907,7.243224315319544,6.576701483167053
4.2441860465116275,5.061681521267694,4.162220356039299
4.3023255813953485,2.835216353078323,1.7477392289115095
4.3604651162790695,0.5638288107514597,-0.5569927560741093
4.4186046511627906,-1.7524811057128957,-2.7519755989175536
4.476744186046512,-4.11371339631474,-4.837209299618827
4.534883720930233,-6.498342756779856,-6.702944716035752
4.593023255813954,-8.882972117244979,-8.458930990310508
4.651162790697675,-11.267601477710102,-10.105168122443088
4.709302325581396,-13.652230838175221,-11.531906970291326
4.767441860465116,-16.036860198640305,-12.739147533855203
4.825581395348837,-18.38826571989958,-12.848896675997377
4.883720930232558,-20.65918532082918,-12.080652681002174
4.941860465116279,-22.80235692030528,-11.422157828149144
5.0,-24.73027547703925,-10.653913833153942
5.058139534883721,-26.376961254016635,-9.666171553874392
5.116279069767442,-27.758792200141734,-8.458930990310497
5.174418604651163,-28.930049517497345,-7.141941284604428
5.232558139534883,-29.975898540385778,-5.715202436756215
5.290697674418604,-30.920204280067615,-4.178714446765806
5.348837209302325,-31.729742897336976,-2.5324773146332227
5.406976744186046,-32.43727029000245,-0.7764910403584722
5.465116279069767,-32.76295750249926,0.9794952339162819
5.523255813953488,-32.193004880629864,2.735481508191036
5.5813953488372094,-31.07743258954885,4.601216924607961
5.6395348837209305,-29.807907578767477,6.57670148316706
5.6976744186046515,-28.431691929409567,8.552186041726163
5.755813953488372,-26.965631531776694,10.52767060028523
5.813953488372093,-25.409726385868822,12.503155158844319
5.872093023255814,-23.763976491685966,14.478639717403414
5.930232558139535,-22.028381849228133,16.45412427596251
5.988372093023256,-20.16316743972775,18.539357976663783
6.046511627906977,-17.719577463207173,20.734340819507228
6.104651162790698,-14.781373429776934,23.03907280449285
6.162790697674419,-11.849720575908414,25.453553931620636
6.220930232558139,-8.954099209629383,27.868035058748394
6.27906976744186,-6.069708436884682,30.282516185876187
6.337209302325581,-3.24381033879817,32.5872481708618
6.395348837209302,-0.5077569889866353,34.67248187156308
6.453488372093023,2.1384516125499147,36.64796643012217
6.511627906976744,4.7154048872911645,38.51370184653911
6.569767441860465,7.247435787894926,40.159938978671676
6.627906976744186,9.709275478908857,41.5866778265199
6.686046511627907,12.053661879209143,42.79391839008379
6.7441860465116275,14.263281157096925,42.57442010579945
6.8023255813953485,16.37042126898359,40.92818297366691
6.8604651162790695,18.35308896919762,39.06244755724998
6.9186046511627906,20.16402217661521,36.977213856548715
6.976744186046512,21.755958810112528,34.67248187156309
7.034883720930233,23.076021491798578,32.14825160229313
7.093023255813954,24.2145229113456,29.404523048738827
7.151162790697675,25.218257208480154,26.441296210900173
7.209302325581395,26.095647328353003,23.368320230919398
7.267441860465116,26.89395535208799,20.185595108796402
7.325581395348837,27.647341001685486,16.783371702389065
7.383720930232558,28.340362211035732,13.27139915383955
7.441860465116279,28.961320445207082,9.649677463147864
7.5,28.973954862933255,5.808457488171836
7.558139534883721,27.661379243603452,1.7477392289114633
7.616279069767442,25.670756539635903,-2.422728172491084
7.674418604651163,23.49108551117308,-6.593195573893631
7.732558139534883,21.086802612022844,-10.763662975296114
7.790697674418604,18.521547872213233,-14.165886381703457
7.848837209302325,15.889845453991914,-16.690116650973415
7.906976744186046,13.213220661633105,-19.104597778101205
7.965116279069767,10.530512631109843,-21.519078905228994
8.023255813953488,7.88898344354595,-23.933560032356784
8.081395348837209,5.248858080173891,-26.348041159484538
8.13953488372093,2.6143480135689394,-28.762522286612363
8.19767441860465,0.02476032110155657,-31.067254271597946
8.255813953488373,-2.519904997228412,-33.262237114441426
8.313953488372093,-5.007013523694642,-35.347470815142664
8.372093023255815,-7.404277301885969,-37.32295537370179
8.430232558139535,-9.69438250010342,-39.188690790118685
8.488372093023255,-11.830067037223252,-40.94467706439342
8.546511627906977,-13.808055323464664,-42.590914196526015
8.604651162790697,-15.675609439951344,-44.017653044374235
8.662790697674419,-17.42664614851897,-45.33464275008032
8.720930232558139,-19.042915734674068,-45.66389017650683
8.779069767441861,-20.49306612479996,-45.00539532365379
8.837209302325581,-21.729835237772726,-44.2371513286586
8.895348837209303,-22.057394215858615,-43.35915819152122
8.953488372093023,-21.268445020068945,-42.37141591224169
9.011627906976743,-20.169250677892244,-41.1641753486778
9.069767441860465,-18.92873803374131,-39.847185642971716
9.127906976744185,-17.603527996685365,-38.420446795123496
9.186046511627907,-16.233395585491884,-36.88395880513306
9.244186046511627,-14.818340800160954,-35.34747081514268
9.30232558139535,-13.358363640692488,-33.701233683010074
9.36046511627907,-11.82445174045612,-31.945247408735344
9.418604651162791,-10.155772717807231,-30.189261134460565
9.476744186046512,-8.39069776732169,-28.32352571804367
9.534883720930232,-6.602225746972877,-26.348041159484602
9.593023255813954,-4.813753726624011,-24.372556600925474
9.651162790697674,-3.025281706275198,-22.50682118450858
